 0 0  12 42 17  -00 51 18  15.395 
 0 0  12 42 20  -00 35 13  16.048 
 0 0  12 42 20  -00 25 22  15.372 
 0 0  12 42 21  -00 32 29  13.477 
 0 0  12 42 22  -00 33 09  11.665 
 0 0  12 42 21  -00 40 28  13.484 
 0 0  12 42 23  -00 46 32  13.936 
 0 0  12 42 25  -00 39 58  14.404 
 0 0  12 42 31  -00 38 32  16.059 
 0 0  12 42 34  -00 41 39  15.459 
 0 0  12 42 35  -00 45 47  16.011 
 0 0  12 42 52  -00 24 19  15.105 
 0 0  12 42 54  -00 32 06  12.362 
 0 0  12 42 54  -00 28 49  16.048 
 0 0  12 43 03  -00 28 21  12.886 
 0 0  12 43 07  -00 32 21   9.705 
 0 0  12 43 15  -00 33 21  13.634 
 0 0  12 43 22  -00 29 56  14.310 
 0 0  12 43 47  -00 34 30  15.799 
 0 0  12 43 54  -00 34 52  12.908 
 0 0  12 43 56  -00 32 51  16.087 
 0 0  12 43 59  -00 33 36  15.844 
 0 0  12 44 20  -00 30 57  14.406 
 0 0  12 44 24  -00 30 16  15.017 
 0 0  12 44 33  -00 25 53  12.572 
 0 0  12 45 17  -00 16 37  11.479 
 0 0  13 28 22  -02 21 28  11.336 
 0 0  13 25 39  -08 49 16  13.481 
 0 0  13 25 49  -08 50 22  13.591 
 0 0  13 25 50  -08 48 37  14.003 
 0 0  13 25 50  -08 51 53  13.406 
 0 0  13 26 05  -08 50 34  12.080 
 0 0  13 35 25  -00 23 38  10.270 
 0 0  13 37 17  -00 37 56  12.535 
 0 0  13 40 04  -00 02 10  11.453 
 0 0  13 42 21  +01 30 17  10.367 
 0 0  13 58 52  -02 55 12  10.254 
 0 0  14 10 26  -01 30 13  13.750 
 0 0  14 40 07  +00 01 45  11.599 
 0 0  14 40 52  -00 23 36   9.785 
 0 0  15 17 14  +03 10 27  13.997 
 0 0  15 28 11  -07 16 27  15.053 
 0 0  15 28 12  -07 16 33  16.301 
 0 0  15 28 13  -07 15 54  13.509 
 0 0  15 28 14  -07 16 08  16.403 
 0 0  15 28 16  -07 14 21  13.530 
 0 0  15 30 40  +06 01 11  11.989 
 0 0  15 30 49  +06 01 24  15.553 
 0 0  15 30 50  +06 00 56  14.767 
 0 0  15 30 56  +06 00 07  13.477 
 0 0  15 33 10  +05 33 45  13.711 
 0 0  15 33 11  +05 32 27  14.211 
 0 0  15 33 18  +05 33 48  12.842 
 0 0  15 37 25  +00 18 34  10.939 
 0 0  15 37 53  -00 17 18  13.054 
 0 0  15 38 34  +00 14 22  11.712 
 0 0  15 38 37  -00 02 24  13.121 
 0 0  15 38 43  -00 19 47  12.919 
 0 0  15 38 46  -00 20 15  14.910 
 0 0  15 38 46  -00 32 06  12.342 
 0 0  15 38 51  -00 17 10  11.847 
 0 0  15 38 50  -00 24 27  11.676 
 0 0  15 38 51  -00 22 31  12.284 
 0 0  15 38 57  -00 45 30  13.383 
 0 0  15 38 57  -00 43 06  16.046 
 0 0  15 38 57  -00 44 14  14.262 
 0 0  15 39 05  -00 39 11  14.418 
 0 0  15 39 09  -00 14 28  14.675 
 0 0  15 39 09  -00 35 31  12.797 
 0 0  15 39 11  -00 15 49  14.884 
 0 0  15 39 14  -00 13 26  14.646 
 0 0  15 39 19  -00 15 29  12.116 
 0 0  15 39 35  -00 15 06  14.256 
 0 0  15 39 36  -00 12 36  14.329 
 0 0  15 39 42  -00 13 10  13.926 
 0 0  15 40 06  -00 17 28  13.468 
 0 0  15 40 08  -00 17 22  13.349 
 0 0  15 40 17  -00 21 13  11.311 
 0 0  15 40 41  -00 14 54  14.873 
 0 0  15 40 45  -00 17 11  14.197 
 0 0  15 40 50  -00 16 48  15.050 
 0 0  16 17 55  -15 35 52  13.422 
 0 0  16 25 14  +15 41 15  13.513 
 0 0  16 30 18  -12 39 08  10.069 
 0 0  16 35 24  +09 47 50  14.397 
 0 0  16 35 26  +09 47 53  15.256 
 0 0  16 35 34  +09 46 22  12.969 
 0 0  16 35 38  +09 46 16  13.229 
 0 0  16 35 40  +09 46 43  13.691 
 0 0  16 36 11  -00 25 32  12.690 
 0 0  16 36 58  +00 05 57  11.738 
 0 0  16 37 00  -00 34 40  11.309 
 0 0  16 37 13  +00 02 34  12.244 
 0 0  16 37 47  -00 33 06  10.703 
 0 0  16 37 50  -00 00 37  11.384 
 0 0  16 39 17  -00 25 08  12.071 
 0 0  16 50 18  +05 32 53  14.773 
 0 0  16 55 27  -08 18 53  11.759 
 0 0  16 59 32  +07 43 31  15.015 
 0 0  16 59 32  +07 42 11  14.721 
 0 0  16 59 33  +07 42 25  14.033 
 0 0  16 59 35  +07 42 26  15.225 
 0 0  17 05 15  -05 05 05  10.071 
 0 0  17 44 06  -00 24 59  11.493 
 0 0  17 44 12  -00 20 32  11.730 
 0 0  17 44 13  -00 02 28  12.828 
 0 0  17 44 15  -00 02 17  12.436 
 0 0  17 44 17  -00 02 32  14.639 
 0 0  17 45 02  -00 29 28  10.990 
 0 0  17 45 20  -00 25 51   9.332 
 0 0  17 45 42  -00 21 34  10.353 
 0 0  18 27 13  +04 03 05  13.889 
 0 0  18 40 45  +00 01 51  13.649 
 0 0  18 40 51  +00 02 23  14.281 
 0 0  18 40 52  +00 01 58  12.516 
 0 0  18 40 52  +00 00 51  12.771 
 0 0  18 41 19  +00 00 14  13.858 
 0 0  18 41 27  +00 08 26  13.607 
 0 0  18 41 29  +00 15 22  10.025 
 0 0  18 41 43  +00 26 41  13.988 
 0 0  18 41 51  +00 05 20  12.706 
 0 0  18 41 55  +00 10 00  14.757 
 0 0  18 42 13  +00 10 14  15.095 
 0 0  18 42 19  +00 08 24  11.944 
 0 0  18 42 37  +00 15 01  14.430 
 0 0  18 42 40  +00 09 10  14.618 
 0 0  18 42 45  +00 08 04  12.425 
 0 0  18 42 48  +00 06 26  15.693 
 0 0  18 42 49  +00 05 06  12.018 
 0 0  18 42 50  +00 07 10  16.252 
 0 0  18 42 52  +00 07 54  13.615 
 0 0  18 42 57  +00 07 20  13.470 
 0 0  18 42 57  -00 08 56  13.491 
 0 0  18 42 59  +00 31 08  13.004 
 0 0  18 42 59  +00 02 23  14.686 
 0 0  18 43 02  +00 30 56  14.196 
 0 0  18 43 07  -00 03 40  12.996 
 0 0  18 43 07  +00 28 00  11.737 
 0 0  18 43 10  +00 27 40  12.330 
 0 0  18 43 11  +00 30 05  14.022 
 0 0  18 43 11  +00 29 43  11.773 
 0 0  18 43 19  +00 30 27  11.312 
 0 0  18 43 19  +00 29 26  12.440 
 0 0  18 43 22  -00 01 15  11.898 
 0 0  18 43 34  +00 19 40  11.121 
 0 0  18 43 48  -00 00 22  15.505 
 0 0  18 43 50  +00 00 07  16.093 
 0 0  18 43 52  +00 22 58  11.585 
 0 0  18 43 52  +00 01 05  14.821 
 0 0  18 43 52  +00 00 49  13.637 
 0 0  18 43 55  +00 02 01  11.861 
 0 0  19 37 16  +00 12 05  10.744 
 0 0  19 37 16  +00 10 59   8.963 
 0 0  19 37 29  +00 25 01  12.388 
 0 0  19 37 42  +00 26 50  11.419 
 0 0  19 37 44  +00 25 48  10.382 
 0 0  19 38 05  +00 32 13  12.395 
 0 0  19 38 22  +00 31 01  13.193 
 0 0  19 38 24  +00 31 25  12.538 
 0 0  20 41 18  +00 16 28  11.352 
 0 0  20 42 02  +00 19 10  11.452 
 0 0  20 42 14  +00 09 01  11.424 
 0 0  20 42 26  +00 07 43  12.095 
 0 0  20 42 36  +00 07 21   9.905 
 0 0  20 42 46  +00 16 08  12.086 
 0 0  20 42 55  +00 15 04  11.549 
 0 0  20 43 54  -10 45 32  14.540 
 0 0  20 43 58  -10 47 11  15.911 
 0 0  20 43 59  -10 47 42  13.258 
 0 0  20 44 02  -10 45 39  14.818 
 0 0  21 11 30  -13 08 22  10.868 
 0 0  21 31 16  -09 47 28  12.005 
 0 0  21 40 35  +00 41 45  11.796 
 0 0  21 40 36  +00 21 00  12.071 
 0 0  21 40 47  +00 28 32  15.530 
 0 0  21 40 49  +00 27 55  14.225 
 0 0  21 40 56  +00 27 57  12.250 
 0 0  21 40 59  +00 22 00  12.398 
 0 0  21 41 00  +00 27 34  10.878 
 0 0  21 41 07  +00 22 32  13.038 
 0 0  21 41 09  +00 25 50  14.352 
 0 0  21 41 13  +00 21 51  15.665 
 0 0  21 41 15  +00 43 04  12.125 
 0 0  21 41 24  +00 20 41  13.160 
 0 0  21 41 28  +00 40 14  10.004 
 0 0  21 41 44  +00 17 37  11.742 
 0 0  21 41 48  +00 23 52  12.406 
 0 0  21 41 51  +00 39 19  10.306 
 0 0  21 41 53  +00 25 37  15.481 
 0 0  21 41 53  +00 18 02  14.934 
 0 0  21 41 54  +00 29 21  13.537 
 0 0  21 41 57  +00 19 53  15.281 
 0 0  21 41 59  +00 01 07  15.173 
 0 0  21 42 02  +00 28 36  13.681 
 0 0  21 42 06  +00 09 27  13.469 
 0 0  21 42 09  +00 15 06  14.476 
 0 0  21 42 21  +00 21 04  13.904 
 0 0  21 42 22  +00 14 09  13.116 
 0 0  21 42 22  +00 12 06  11.224 
 0 0  21 42 25  +00 43 53  14.373 
 0 0  21 42 28  +00 38 21  12.174 
 0 0  21 42 29  +00 38 10  11.767 
 0 0  21 42 30  +00 38 07  12.437 
 0 0  21 42 35  +00 16 46  14.540 
 0 0  21 42 38  +00 15 34  15.639 
 0 0  21 42 39  +00 19 00  15.247 
 0 0  21 42 41  +00 16 08  14.841 
 0 0  21 42 56  +00 14 46  13.560 
 0 0  21 43 08  +00 14 51  14.370 
 0 0  21 43 20  +00 16 52  15.080 
 0 0  21 43 27  +00 17 22  15.421 
 0 0  21 43 30  +00 18 02  14.214 
 0 0  21 43 33  +00 15 56  12.337 
 0 0  21 43 40  +00 17 22  13.692 
 0 0  21 52 25  +02 23 20  12.739 
 0 0  22 16 18  -00 22 15  15.109 
 0 0  22 16 22  -00 21 49  12.706 
 0 0  22 16 24  -00 21 27  14.178 
 0 0  22 16 28  -00 21 15  14.124 
 0 0  22 38 28  -15 19 17  12.361 
 0 0  22 40 37  +00 51 56  12.094 
 0 0  22 40 43  +01 03 10  12.070 
 0 0  22 41 04  +00 46 04  12.064 
 0 0  22 41 26  +01 10 11  11.833 
 0 0  22 41 35  +01 11 13  12.644 
 0 0  22 41 37  +00 59 07  11.601 
 0 0  22 41 45  +01 12 38  11.916 
 0 0  22 42 10  +01 10 17  11.101 
 0 0  22 43 11  +00 21 16   9.239 
 0 0  22 53 16  -14 15 38  10.180 
 0 0  23 12 35  +10 50 27  13.094 
 0 0  23 16 12  -01 50 35  12.958 
 0 0  23 19 55  +04 52 35  12.876 
 0 0  23 33 44  +05 46 36  15.182 
 0 0  23 33 49  +05 46 49  13.051 
 0 0  23 33 51  +05 45 07  14.744 
 0 0  23 38 39  +00 42 42  12.431 
 0 0  23 38 43  +00 42 24  11.277 
 0 0  23 38 44  +00 42 55  15.899 
 0 0  23 41 31  +01 26 26  11.812 
 0 0  23 41 33  +01 16 45  12.482 
 0 0  23 42 01  +01 09 01  12.209 
 0 0  23 42 30  +00 52 11  12.494 
 0 0  23 42 36  +01 05 58  11.161 
 0 0  23 42 41  +00 45 10   9.695 
 0 0  23 44 15  +01 14 13  10.434 
 0 0  23 51 53  +00 28 17  13.277 
